,y2004,y2006,democrat,democrat04,democrat06,chall,open,female,disrepvote,senate,isssal2,demdisrepvote,oppgoneg,fraised2,goneg,negperson,negiss,risk,issueowner,bioreason,biooccup,biofamil2,poll,bioorg,biotown,positions,endorse,partybann,cfscore,region,incumbent,newdist,newdistAlt
488,1,0,0,0,0,1,0,0,43,0,0.267326742,0,1,0.0127926,NA,NA,NA,NA,-0.850000024,0,0,1,0,0,0,3,50,0,0.671175182,0,0,43,1
489,0,1,1,0,1,0,1,1,44,0,0.139603958,44,1,0.0321947,1,1,1,5,19.87999916,1,1,0,1,0,1,2,50,1,-0.955639184,2,0,56,2
490,1,0,0,0,0,1,0,0,67,0,0.27722773,0,0,0.037297301,1,0,1,4,2.519999981,0,1,0,1,0,1,2,25,1,1.177402973,6,0,67,3
491,0,0,1,0,0,1,0,1,48,0,0.198019803,48,1,0.037671201,0,NA,NA,5,8.571428299,0,1,1,NA,1,0,2,13,0,-0.829559863,0,0,52,2
492,0,0,0,0,0,1,0,0,53,0,0.125544563,0,0,0.030391701,0,NA,NA,4,-7.699999809,0,1,1,NA,0,1,2,99,1,1.093934417,3,0,53,2
493,0,1,1,0,1,1,0,0,71,0,0.326732665,71,0,0.0009264,1,0,1,5,6.87142849,1,1,0,0,0,0,1,0,0,-2.243269444,4,0,29,0
494,0,1,0,0,0,0,0,0,60,0,0.24257426,0,1,0.0448443,0,0,0,-1,-10.6875,0,0,0,0,0,1,2,2,0,1.294056058,6,1,60,3
495,1,0,0,0,0,1,0,0,39,0,NA,0,0,0.0060254,1,1,1,NA,NA,0,1,1,1,1,1,0,5,0,0.352555126,7,0,39,0
496,0,0,0,0,0,1,0,0,38,0,0.486732662,0,0,0.0022506,1,NA,NA,5,13.69999981,0,1,1,NA,1,0,2,1,0,0.700963974,4,0,38,0
497,0,1,1,0,1,0,0,1,40,0,0.133663371,40,0,0.0234375,0,0,0,1,14.19999981,0,1,0,0,0,0,0,0,0,-0.946357548,7,1,60,3
498,0,1,0,0,0,1,0,0,70,0,0.444752455,0,1,0.063983798,1,1,1,4,-2.25,1,1,0,0,0,0,2,1,0,1.120204329,4,0,70,3
499,0,0,1,0,0,0,1,0,68,0,0.193663359,68,0,0.017913001,0,NA,NA,2,2.864705801,1,1,0,NA,0,1,3,0,0,-0.162266299,6,0,32,0
500,1,0,1,1,0,1,0,0,49,0,0.241584152,49,1,0.029247999,1,1,1,4,-2.160000086,1,1,1,0,1,1,3,51,0,-1.259533405,6,0,51,1
501,0,1,1,0,1,1,0,1,50,0,0.628712893,50,0,0.0006268,1,0,1,4,5.599999905,0,1,0,0,1,0,2,3,0,NA,1,0,50,1
502,0,0,0,0,0,0,0,0,75,0,0.177623764,0,0,0.0146127,0,NA,NA,0,-3.583333254,0,1,0,NA,0,1,2,0,0,NA,4,1,75,3
503,0,0,0,0,0,0,0,0,59,0,0.168910891,0,1,0.0247251,0,NA,NA,0,-10.46000004,0,1,1,NA,0,1,3,11,0,1.201117992,3,1,59,2
504,1,0,0,0,0,0,0,0,59,0,0.16495049,0,0,0.026022,0,0,0,-2,-2.716666698,0,1,0,0,0,1,0,3,0,1.201117992,3,1,59,2
505,0,1,0,0,0,0,0,0,64,0,0.03960396,0,1,0.027757799,0,0,0,-1,-5.933333397,0,1,0,0,0,1,2,4,0,1.201117992,3,1,64,3
506,1,0,1,1,0,0,0,0,36,0,0.422376245,36,1,0.018776899,0,0,0,2,4.849999905,0,1,0,0,0,1,2,13,0,-1.114826083,0,1,64,3
507,0,1,1,0,1,0,0,0,41,0,0.400990099,41,0,0.015771201,0,0,0,1,15.25,0,1,0,0,1,1,2,17,0,-1.114826083,0,1,59,2
508,0,1,1,0,1,1,0,0,69,0,0.12970297,69,1,0.0248089,1,1,1,7,11.74285698,1,1,1,0,1,0,2,0,1,-1.088733435,6,0,31,0
509,0,1,1,0,1,1,0,0,67,0,0.330693096,67,0,0,1,1,1,4,10.91874981,0,1,0,0,0,0,4,0,0,NA,5,0,33,0
510,0,0,0,0,0,1,0,0,16,0,0.453861386,0,0,0.0012534,1,NA,NA,5,10.60000038,0,1,1,NA,1,0,2,1,0,0.46906969,2,0,16,0
511,0,1,1,0,1,0,0,0,41,0,0.270099014,41,1,0.0360118,0,0,0,2,16.40909004,0,1,1,0,0,0,3,11,0,-1.149241567,6,1,59,2
512,0,1,0,0,0,0,0,0,53,0,0.128712878,0,1,0.030934401,0,0,0,-1,-12.64999962,0,0,0,0,0,0,0,11,0,0.839332879,2,1,53,2
513,0,1,1,0,1,0,0,0,30,0,0.364752471,30,0,0.042248499,0,0,0,3,11.68888855,0,1,1,0,0,0,0,1,1,-1.084688187,5,1,70,3
514,1,0,1,1,0,1,0,1,58,0,0.211287126,58,0,0.0032521,1,0,1,5,2.799999952,0,1,1,0,0,0,2,0,0,-1.49689281,6,0,42,0
515,0,0,1,0,0,0,0,0,42,0,0.17326732,42,0,0.023616301,0,NA,NA,-3,0.683333337,0,0,0,NA,1,1,1,1,0,-0.346888781,2,1,58,2
516,0,1,0,0,0,1,0,0,42,0,0.110495046,0,0,0,0,0,0,0,-9.321052551,0,1,0,0,1,1,3,2,0,NA,1,0,42,0
517,0,1,0,0,0,1,0,0,58,0,0.142772272,0,1,0.0191525,1,1,1,3,-8.08571434,0,1,1,1,0,0,2,3,0,0.917457283,5,0,58,2
518,1,0,0,0,0,0,0,0,57,0,0.040990099,0,1,0.031764898,0,0,0,1,-3.220000029,0,1,1,0,1,1,1,0,0,1.18838048,5,1,57,2
519,0,1,1,0,1,0,0,0,33,0,0.17326732,33,1,0.016333001,0,0,0,2,11.03333378,0,0,0,0,0,0,3,0,1,-0.722346723,7,1,67,3
520,0,1,1,0,1,1,0,0,65,0,NA,65,1,0.022954101,1,1,1,NA,NA,1,1,0,0,1,1,0,1,0,-0.859001517,5,0,35,0
521,1,0,1,1,0,1,0,1,59,0,0.181980193,59,0,0.0019892,0,0,0,5,15.61428547,1,1,1,0,1,0,1,14,0,-1.14908576,2,0,41,0
522,0,1,1,0,1,1,0,1,61,0,0.24257426,61,1,0.0029372,0,0,0,4,20.01666641,0,1,1,0,1,0,2,7,0,-1.14908576,2,0,39,0
523,0,1,1,0,1,0,1,0,39,0,0.190693066,39,1,0.0516534,0,0,0,2,10.94999981,0,1,0,0,0,0,2,100,0,-1.411463499,0,0,61,3
524,1,0,1,1,0,1,0,0,54,0,0.468712866,54,0,0.0019987,1,0,0,6,17.60000038,1,1,1,0,0,1,2,4,0,-0.595383763,5,0,46,1
525,0,1,0,0,0,0,0,0,55,0,0.096435644,0,1,0.028387301,0,0,0,2,-7.926666737,1,1,1,0,1,0,3,0,0,1.057864428,4,1,55,2
526,0,1,1,0,1,0,1,1,57,0,0.111881189,57,1,0.078363098,1,1,1,6,11.30769253,1,1,1,0,1,0,3,5,0,-1.413365364,3,0,43,1
527,0,1,0,0,0,0,1,0,46,0,0.250099003,0,1,0.059313301,1,1,1,3,-13.47000027,1,1,1,1,1,1,2,2,0,1.200388551,3,0,46,1
528,0,1,0,0,0,1,0,0,60,0,0.258811861,0,1,0.0037979,1,0,1,4,-7.971428394,1,1,1,0,1,1,2,5,0,1.550586343,3,0,60,3
529,0,1,0,0,0,0,1,0,45,0,0.11009901,0,0,0.0113182,1,1,1,3,-4.175000191,0,1,1,0,1,1,4,0,0,1.113519311,5,0,45,1
530,0,1,0,0,0,1,0,0,33,0,0.159009889,0,0,0.0010257,1,1,1,3,-8.877778053,0,1,1,0,1,1,3,0,0,1.003859401,2,0,33,0
531,0,0,0,0,0,0,0,1,47,0,0.517425716,0,1,0.069055498,0,NA,NA,3,5.369999886,1,1,1,NA,0,0,2,0,0,0.715840399,6,1,47,1
532,1,0,0,0,0,1,0,1,47,0,0.171683162,47,1,0.086229302,1,1,0,3,8.533333778,0,1,1,0,0,0,1,1,0,0.715840399,6,0,47,1
533,0,1,0,0,0,0,0,1,48,0,0.21564357,0,1,0.123818897,1,1,1,1,-19.84285736,0,1,1,0,0,0,0,1,0,0.715840399,6,1,48,1
534,1,0,0,0,0,0,0,0,58,0,0.620396018,0,0,0.0225002,0,0,0,2,4.24444437,0,1,1,0,0,0,1,3,0,0.954913855,4,1,58,2
535,0,1,0,0,0,0,0,0,60,0,0.460396051,0,1,0.023351001,0,0,0,2,-7.75,0,1,1,0,0,0,4,0,1,0.954913855,4,1,60,3
536,0,1,1,0,1,1,0,0,60,0,0.555841565,60,0,0.020271501,1,1,1,6,7.514285564,1,1,0,0,0,1,2,100,0,-1.460180283,6,0,40,0
537,1,0,1,1,0,1,0,0,57,0,0.362376213,57,0,0.0026106,1,1,1,2,1.788888931,0,1,0,0,0,1,1,0,0,-1.299672723,5,0,43,1
538,1,0,1,1,0,1,0,1,52,0,0.320792109,52,0,0.0121894,1,1,1,5,14.97999954,1,1,0,0,1,0,2,22,0,-1.183725715,1,0,48,1
539,0,0,1,0,0,1,0,1,75,0,0.309108913,75,0,0.0015706,1,NA,NA,4,-5.366666794,1,1,1,NA,1,0,2,0,0,-0.988214552,6,0,25,0
540,1,0,1,1,0,0,0,0,30,0,0.321188092,30,1,0.0140071,0,0,0,0,5.644444466,0,1,0,0,0,0,1,0,0,-1.25056982,7,1,70,3
541,0,1,1,0,1,0,0,0,44,0,0.195247516,44,1,0.035736199,0,0,0,1,15.83636379,0,1,0,0,0,0,2,11,0,-0.90076822,7,1,56,2
542,0,1,1,0,1,1,0,1,64,0,0.182178214,64,1,0.027410399,1,1,1,7,13.05000019,1,1,1,1,1,1,3,29,0,-1.214503765,2,0,36,0
543,0,1,1,0,1,1,0,0,49,0,0.633663356,49,1,0.055759799,1,1,0,5,13.10000038,0,1,1,1,1,1,2,35,0,-0.72739017,5,0,51,1
544,1,0,0,0,0,1,0,0,48,0,0.34653464,0,0,0.032596901,0,0,0,5,-11.80000019,1,1,1,0,0,1,2,15,0,0.735880733,7,0,48,1
545,1,0,0,0,0,1,0,1,43,0,0.013267327,0,0,0.0004097,0,0,0,2,-2.200000048,1,1,0,0,0,1,3,2,0,0.656563282,2,0,43,1
